"X1","X2","Y"
23.6621137137178,50.2308600699816,211.746031108119
23.595847317489,53.3032831568303,224.110047129935
25.4997588597381,48.2728396095053,209.013307735099
26.2892635258107,51.7751208680836,226.838665280798
26.1911801365195,49.4848022747233,215.659433945875
28.4633422376446,51.2907187745111,238.866948264508
22.9979347547157,44.9122140759861,200.815016494833
27.4827130941606,50.2172801786591,228.909494418855
25.2300157982618,52.0890990707041,226.263263496898
26.9890046668449,51.5488016239441,235.529796941542
27.2588878875702,51.993896293278,225.950226329015
24.6048953410303,45.6081378777243,201.028428333946
26.3591113786037,50.0501311423106,228.209583066149
24.2400166583325,46.693613615156,202.427400724747
24.0571024056725,50.7923763570552,216.482981367337
27.9849243882572,50.1548051722079,223.462686840057
25.8447911440922,49.989875283349,217.981639367535
21.828416925363,48.6914477743163,204.249819121474
24.1086561553162,49.75733546863,217.01458845052
27.6551546460752,52.0028481550283,229.259778668925
24.5636605093593,49.3916262996655,212.054242861823
26.7028782795854,51.4311881556106,232.765954291647
23.2728308420707,48.2365420291502,206.818806149893
26.0252697708211,51.8075174458095,224.587944114264
24.9990442530202,51.9228595327398,222.765235524702
25.7106557271925,48.7545429905982,219.103599825033
25.4384845809026,47.5909069074564,211.001110153994
28.7367847766748,54.7967742238425,241.044113755879
23.8912232105707,47.5803865324717,204.060915230064
26.2257259946397,49.8609365642642,218.52577331816
30.3163225640849,50.5896218303441,232.860474103417
26.5379011938844,50.2564526091943,219.169638380995
23.4044303153912,50.2093674111887,216.796658985207
21.4090842203211,52.7424063613585,209.157959225944
25.9520959631068,54.8625665583283,236.000728886701
25.854766669985,48.5591410749596,207.632090782153
26.0915552941168,48.1000165104952,213.024057132595
22.3012491196356,50.2932829685603,208.991572182545
24.0169810852802,49.8775526107528,211.414636642054
24.9988073517548,48.7132435931542,213.352265269613
23.7004658134278,49.5399158167163,203.299114855319
27.1840152859319,46.9522852044267,219.699810388203
26.4113288111536,50.9059125859512,215.421197604678
27.2725117009393,49.6247780831659,219.737961494484
25.8960488808947,50.6967451208266,216.250757039502
24.1368789832375,52.5264904542413,219.16757381485
27.7713463820433,51.8801942809816,240.504781526195
28.6773425794687,51.6859571207967,231.838205909528
22.0066847313914,48.3686712118713,198.691222811921
22.1501255653171,48.6048413063388,197.986810160216
